headline,label,confidence
"‘Necessity to eliminate the possibility of espionage,’ says Delhi HC, rejecting Turkish firm Celebi’s plea",non-sarcastic,0.95
London court to hear Nirav Modi plea on extradition trial,non-sarcastic,1.0
Ready to seek support from BJP top brass if they allow me: INDIA bloc V-P candidate,sarcastic,0.5
Former IAS officer flags Election Commission of India website’s low cybersecurity score,non-sarcastic,0.95
Centre deputes teams to assess damage in disaster-hit States,non-sarcastic,1.0
"India, Australia to sign joint defence and security cooperation declaration",non-sarcastic,1.0
Plea in Supreme Court seeks removal of MP Minister for ‘nauseating’ remarks against Colonel Sofiya Qureshi,non-sarcastic,0.95
Giving warriors a fighting chance: Where personnel injured in line of duty are trained to become para-athletes and IT professionals,non-sarcastic,0.95
"Operation Sindoor: India's actions were measured, non-escalatory, govt tells Parliament",non-sarcastic,0.95
"Drones critical to modern warfare, need to be part of policy: Rajnath Singh",non-sarcastic,1.0
Encounters breaks out in J&K’s Kulgam,non-sarcastic,1.0
"On SC directive, CBI registers 22 cases to probe alleged builders-banks nexus; conducts searches at 47 locations in NCR",non-sarcastic,1.0
"Decide plea over Haridwar temple receiver appointment, SC tells Uttarakhand HC",non-sarcastic,1.0
Delhi govt. puts brakes on fuel ban for overage vehicles amid outcry,non-sarcastic,0.95
"CPI vows solidarity with Palestinian, flags GST and flood related issues",non-sarcastic,0.95
"Students, MLAs urge ICAR to include agri school students in B.Sc. Agriculture admissions",non-sarcastic,1.0
Rahul Gandhi drops ‘H files’ to allege BJP ‘stole’ 2024 Haryana Assembly polls with ECI’s help,non-sarcastic,0.95
Niti Aayog declines to furnish information about RSS’s NGO status,non-sarcastic,0.95
Opposition to hold training session for MPs before Vice-Presidential election,non-sarcastic,1.0
Parliament passes bill to provide reservation to Scheduled Tribes in Goa Assembly,non-sarcastic,1.0
"Undocumented migrants leaving via eastern border tripled in 2025 compared to 2024, government data show",non-sarcastic,0.95
How Air India plane crashed in Ahmedabad: Final moments of AI171,non-sarcastic,1.0
What are ‘machine readable’ electoral rolls? | Explained,non-sarcastic,1.0
"MEA rejects Nepal’s claims over Lipulekh after India, China restart trade through border points",non-sarcastic,1.0
Rahul Gandhi’s allegations are ‘incorrect’ and ‘baseless’: ECI,non-sarcastic,1.0
"Minister Kirti Vardhan Singh attends Gaza Peace Summit, reaffirms India's support for peace plan",non-sarcastic,1.0
Air India Ahmedabad plane crash: Pilot's father seeks another probe saying AAIB findings tarnished his son's image,non-sarcastic,1.0
‘Why did he call Parliament session?’ asks Congress MP Pramod Tiwari on PM Modi’s trip to U.K. and Maldives,sarcastic,0.5
‘Mass expulsions in Russian University killed our medical dreams’: Indian students allege ‘financial gain’ by university,non-sarcastic,1.0
Farmer groups to step up campaign against FTA with U.S.,non-sarcastic,1.0
Air India crash: Captain’s grieving father says investigators insinuated son cut fuel to flight’s engines,non-sarcastic,1.0
Bihar SIR hearing updates | Aadhaar should be treated as valid proof for SIR exercise: SC,non-sarcastic,1.0
"Operation Sindoor discussion: Nadda apologises to Kharge, takes back his words",non-sarcastic,0.95
Supreme Court to hear plea seeking CBI probe into Karur stampede on October 10,non-sarcastic,1.0
PM Modi presented with traditional Daruma doll in Japan,non-sarcastic,1.0
Puducherry becomes first one to include screening for TB patients under initiative of Family Adoption Programme,non-sarcastic,1.0
BJP slams Congress for using ‘abusive language’ against RSS,non-sarcastic,0.95
Enforcement Directorate raids against fake call centres in Delhi duping U.S. citizens,non-sarcastic,1.0
Hindus should avoid Halal meat to protect Sanatana Dharma: Giriraj Singh,non-sarcastic,0.95
"Election Commission of India doubles annual remuneration of booth level officers to ₹12,000",sarcastic,0.45
"Cabinet hikes wheat MSP by ₹160 per quintal to ₹2,585",non-sarcastic,1.0
C.P. Radhakrishnan: Saffron’s southern face,non-sarcastic,0.95
"Afghan Hindus, Sikhs meet Muttaqi, urge restoration of religious places",non-sarcastic,0.95
Watch: Coldrif cough syrup | Why have many States have banned it?,non-sarcastic,1.0
"India monsoon rains updates: Massive cloudburst in Jammu & Kashmir’s Kishtwar, at least 40 killed",non-sarcastic,1.0
"Environment Ministry’s claims on Adani Group’s coal mine in Madhya Pradesh are ‘false’, says Congress",non-sarcastic,1.0
RAT gets deployed on Air India’s Birmingham-bound plane; aircraft lands safely,non-sarcastic,1.0
"Supreme Court order on Waqf Act is a good sign for democracy, says Kiren Rijiju",non-sarcastic,0.9
"Many languages, one India",non-sarcastic,0.95
"Olympiad on astronomy, astrophysics to start from August 12",non-sarcastic,1.0
"Trump, Modi indicate India-U.S. trade talks may resume",non-sarcastic,1.0
"INTUC asks Centre for invitation to tripartite meetings, blames Air India crash on privatisation",non-sarcastic,0.95
"Platform fees now an ‘industry standard,’ an ‘inevitable’ development",sarcastic,0.6
"Delhi riots case hearing highlights: SC adjourns bail pleas of Sharjeel Imam, Umar Khalid and others to September 22",non-sarcastic,1.0
India to test battery storage at coal plants to balance grid as solar power surges,non-sarcastic,1.0
Two railway links to offer easy connectivity to Bhutan,non-sarcastic,1.0
"Congress slams detention of Ladakh activist Sonam Wangchuk, demands judicial probe into violence that left four youth dead",non-sarcastic,1.0
Honest officers must be protected: SC on challenges to amend anti-graft Act,non-sarcastic,1.0
Congress demands scraping of digital attendance system for MNREGA workers,non-sarcastic,1.0
India rain highlights: Rain showers misery on north India; swollen rivers engulf more areas,non-sarcastic,1.0
"Rajya Sabha Chairman C.P. Radhakrishnan meets floor leaders, seeks cooperation",non-sarcastic,1.0
"Opposition demands answers from PM in Rajya Sabha, stages a walkout",non-sarcastic,0.95
Justice Reddy calls Election Commission’s path ‘most pressing constitutional challenge’,non-sarcastic,0.95
Delhi High Court questions Patanjali’s appeal against order restraining disparaging ads,non-sarcastic,1.0
Sea phase of KONKAN 25 ends with high operational tempo,non-sarcastic,1.0
Opposition walks out of Rajya Sabha over Modi’s absence during conclusion of debate on Operation Sindoor,sarcastic,0.85
CBI arrests ‘key member’ of cybercrime syndicate that targeted Japanese citizens,non-sarcastic,1.0
D.K. Shivakumar says Centre contributing only 20% to Bengaluru Metro Yellow Line,non-sarcastic,1.0
"Canadian Foreign Minister Anita Anand to visit India on October 13-14, meets External Affairs Minister Jaishankar in New York",non-sarcastic,1.0
Army intensifies flood relief efforts; Modi to review situation in Punjab,non-sarcastic,1.0
"Don’t bend to the U.S.’s threats, Left parties urge Centre",non-sarcastic,1.0
Singapore backs India’s plan to patrol Malacca Strait,non-sarcastic,1.0
"Top news of the day: Fresh rains leave trail of destruction in Himachal Pradesh, Uttarakhand; U.N. investigators conclude Israel committing ‘genocide’ in Gaza, and more",non-sarcastic,1.0
Bridging the fighter jet gap is top priority: IAF Deputy Chief,non-sarcastic,1.0
PM Modi to Inaugurate Combined Commanders’ Conference 2025 in Kolkata,non-sarcastic,1.0
Bill to remove Ministers facing serious criminal charges will test government’s strength in Parliament,non-sarcastic,0.95
PM Modi at BRICS in Brazil updates: PM Modi departs for Brasilia after attending BRICS Summit,non-sarcastic,1.0
NIA arrests accused in Vizianagaram ISIS case at IGI Airport,non-sarcastic,1.0
"Wanted drug producer deported to India from UAE, Mumbai police take his custody",non-sarcastic,1.0
NIA launches probe into killing of Pahalgam attack mastermind in Srinagar encounter,non-sarcastic,1.0
"Tree at Parliament’s Gaj Dwar poses security challenge, to be transplanted soon",sarcastic,0.45
East Asia to be next focus of India’s major diplomatic outreach,non-sarcastic,1.0
What does the Supreme Court’s push to regulate social media mean for free speech?,non-sarcastic,1.0
ED summons to lawyers: Supreme Court reserves verdict in suo motu case,non-sarcastic,1.0
CBSE delinks building of more classes from land availability,non-sarcastic,0.95
"2,417 Indians deported from U.S. since January",non-sarcastic,0.0
Two-year waiting period for planned procedures at AIIMS Delhi: Centre tells Rajya Sabha,non-sarcastic,0.95
ED searches 11 locations in Punjab and Haryana in ‘donkey route’ case,non-sarcastic,1.0
"Parliament to debate Pahalgam terror attack, but terrorists responsible for it are yet to be brought to justice, says Congress",non-sarcastic,0.95
"India monsoon rains highlights: Heavy rains lash Jammu region, schools shut in Rajouri, Reasi, Poonch districts",non-sarcastic,1.0
"New cooperative policy centralises power and snatches rights of State governments, says Samyukt Kisan Morcha",non-sarcastic,1.0
"Sports is a powerful unifying force, must not be a privilege of a few: Supreme Court",non-sarcastic,1.0
"Cabinet approves doubling of Bhagalpur–Dumka–Rampurhat single railway line costing ₹3,169 Crore",non-sarcastic,1.0
Can Supreme Court’s opinion on a Presidential Reference alter its prior ruling?,non-sarcastic,1.0
PM Modi to inaugurate new Common Central Secretariat building on August 6,non-sarcastic,1.0
Supreme Court pulls up man claiming to be father of Russian children found in a cave at Gokarna,non-sarcastic,1.0
India will address concerns of private sector on investments in civil nuclear segment: Minister,non-sarcastic,1.0
"Union Minister Gadkari says World War could ‘break out anytime’, flays superpowers’ authoritarianism",non-sarcastic,1.0
"SC seeks Centre, EC response on plea challenging voting bar on undertrials",non-sarcastic,1.0
"World requires global workforce, can’t escape this reality, says Jaishankar",non-sarcastic,1.0
IAF to conduct major exercise in Rajasthan from July 23; NOTAM issued,non-sarcastic,1.0
India seeks U.S. nod for co-production of Javelin missiles,non-sarcastic,1.0
"RSS chief Bhagwat’s ‘stepping aside’ remark: What kind of homecoming is this for PM Modi, Congress leader Jairam Ramesh takes dig",sarcastic,0.8
IndiGo plane enroute to Srinagar lands in Varanasi after fuel leak alert; all 166 passengers safe,non-sarcastic,1.0
Supreme Court decides to examine constitutional validity of Securities Transaction Tax,non-sarcastic,1.0
Two soldiers go missing in Chenab Valley snowstorm during anti-terror operation,non-sarcastic,1.0
IndiGo bans passenger for 30-days for assaulting a co-traveller,non-sarcastic,1.0
Supreme Court says time-barred sexual harassment complaint must ‘haunt’ Vice-Chancellor forever,sarcastic,0.6
"Parliament Monsoon session Day 21 LIVE: Parliament adjourned sine die; Lok Sabha passed 12 bills, Rajya Sabha 14 amid Opposition protests",non-sarcastic,1.0
"Nearly 57,000 institutes yet to survey student suicides, mental health on campuses",non-sarcastic,1.0
2 Indians face U.S. sanctions for aiding Iran with oil trade,non-sarcastic,1.0
Tribal Affairs Ministry launches digital platform to preserve and promote tribal culture,non-sarcastic,1.0
Kharge meets Rajya Sabha Chairman ahead of Monsoon Session,non-sarcastic,1.0
What is the significance of Supreme Court’s interim order on 2025 Waqf law?,non-sarcastic,1.0
RSS chief Bhagwat’s remarks on Mathura-Kashi are to shield BJP government from public anger: CPI(M),non-sarcastic,0.95
NDA candidate C.P. Radhakrishnan files nominations papers for vice presidential polls,non-sarcastic,1.0
India's 'Maratha Military Landscapes' inscribed on UNESCO World Heritage List,non-sarcastic,1.0
"Supreme Court administration writes to Centre, seeks vacating of designated official residence of CJI currently occupied by ex-CJI Chandrachud",non-sarcastic,1.0
"PM Independence Day speech: Modi is standing like a wall against any harmful policy related to farmers, fishermen and cattle rearers",sarcastic,0.5
Pakistan should focus on economy instead of harbouring terrorists and bombing its own people: India at UNHRC,non-sarcastic,1.0
"Amit Shah lays foundation for India’s first cooperative university in Gujarat, calls for education on coops at school level",non-sarcastic,1.0
"Ministry of External Affairs announces PM Modi’s visit to Japan, China",non-sarcastic,1.0
Gujarat to get new veterinary college; admissions to start next month,non-sarcastic,1.0
"Lav Kush Ramlila drops Poonam Pandey for Mandodari’s role after backlash from VHP, BJP",non-sarcastic,0.95
"Criminal past alone cannot be a ground to deny bail, says Supreme Court judgment",non-sarcastic,1.0
"PM Modi to face Quad, BRICS leaders at ASEAN meet next week",non-sarcastic,1.0
"AI Express' Delhi-Indore flight suffers engine fault, pilot makes PAN-PAN call; plane lands safely",non-sarcastic,1.0
Tribal Ministry urges separate Census enumeration for particularly vulnerable tribal groups,non-sarcastic,1.0
"Over 25 crore workers joined the strike, claim trade unions",non-sarcastic,0.95
"Rahul Gandhi speaks to Odisha college student's father, assures support in fight for justice",non-sarcastic,1.0
Watch live analysis: Nepal’s Gen Z protest and the future of its democracy,non-sarcastic,1.0
"Over 16,000 Bengali speakers screened in Delhi to identify illegal Bangladeshis",non-sarcastic,0.95
Tender minds being fed distorted history: Indian History Congress,non-sarcastic,0.95
"Crime is more organised, invisible, and complex now; its purpose is to create chaos: Rajnath Singh",non-sarcastic,0.95
"Complete ban on firecrackers doesn’t work, need balanced approach: Supreme Court",non-sarcastic,1.0
INDIA bloc to intensify stir on SIR beyond Parliament,non-sarcastic,1.0
Indian embassy in Iran advises its citizens against non-essential travel to Iran,non-sarcastic,1.0
NDA delegation led by Hema Malini to look into Karur stampede tragedy,non-sarcastic,0.95
Nimisha Priya case: India in touch with ‘friendly governments’,sarcastic,0.45
Navarro’s ‘Brahmin’ remarks reflect utter ignorance: Suhag A. Shukla,non-sarcastic,1.0
Lt. Colonel booked for assaulting SpiceJet ground staff at Srinagar airport; Army extends cooperation to investigation,non-sarcastic,1.0
"Centre sets up panels to mark 150th birth anniversaries of Sardar Patel, Birsa Munda and birth centenary of Vajpayee",non-sarcastic,1.0
Supreme Court to examine whether Foreigners’ Tribunals discriminate against rural women in Assam,non-sarcastic,1.0
My mistake we couldn’t get caste census done earlier; correcting that now: Rahul Gandhi,non-sarcastic,0.95
"Hope speaks a universal language; fight for dignity, democracy same: Rahul in Colombia",non-sarcastic,0.95
"PIB fact checks video showing Ladakh DGP speaking on Sonam Wangchuk arrest, says it is digitally altered",non-sarcastic,1.0
Terror funding case: Supreme Court denies bail to NSCN-IM leader Alemla Jamir,non-sarcastic,1.0
"PM Modi calls Nepal’s new PM Sushila Karki, reaffirms India’s support for her efforts to restore peace and stability",non-sarcastic,0.95
"Namibia a ‘valued and trusted partner’ in Africa: PM Modi
as he arrives in Namibia",non-sarcastic,1.0
Trump’s H-1B fee hike: Types of U.S. work visas for Indians,non-sarcastic,0.0
Chidambaram gave clean chit to Pakistan: Amit Shah,sarcastic,0.45
CJI Gavai’s calm demeanour is reminiscent of predecessor’s presence of mind 57 years ago before a knife-wielding attacker,sarcastic,0.7
PM Modi inaugurates newly-constructed flats for MPs,non-sarcastic,1.0
Aadhaar has been actively used for voter enrolment in earlier elections,non-sarcastic,0.95
BSF raises 'drone squadron' for Indo-Pak border post-Operation Sindoor,non-sarcastic,0.95
ECI again asks Rahul Gandhi to submit evidence of irregularity in Karnataka Assembly election under oath,non-sarcastic,0.95
'Ignore baseless allegations': EC on Rahul Gandhi's 'vote theft' remarks,non-sarcastic,0.95
National Sports Governance Bill gets President Droupadi Murmu’s assent,non-sarcastic,1.0
Defence personnel awarded gallantry medals for success of Operation Sindoor,sarcastic,0.85
"Congress slams the BJP for targeting Rahul Gandhi, calls it ‘hypocrisy’",non-sarcastic,1.0
Congress accuses China of leveraging Indo-U.S. rift to pressure India,non-sarcastic,1.0
NIA makes second consecutive arrest in 2024 Jiribam killings case,non-sarcastic,1.0
"Non-contact warfare new normal, India must stay ahead of curve: Lt Gen Adosh Kumar",non-sarcastic,0.0
"Draft data protection rules have received almost 7,000 comments: IT Ministry",non-sarcastic,1.0
CPI(M) MP John Brittas raises concern over outsourcing operational backend work of parliamentary e-mail system to a private firm,non-sarcastic,1.0
Britain's Crown Prosecution Service inspects Tihar jail as India intensifies efforts to extradite fugitives,non-sarcastic,1.0
ED files second supplementary prosecution complaint in Unitech case,non-sarcastic,1.0
U.S. tariffs: Carpet industry demands special bailout package,non-sarcastic,1.0
"Governors cannot sit over Bills endlessly, say Supreme Court judges",non-sarcastic,1.0
Questions from Supreme Court’s chastisement of a High Court judge,non-sarcastic,0.95
NIA files supplementary chargesheet against 26/11 terror attack accused Tahawwur Rana,non-sarcastic,1.0
Supreme Court clears deck for appointment of V-Cs to 8 State varsities in Bengal,non-sarcastic,1.0
Delhi HC quashes 20-year-old spurious cough syrup case against Piramal,non-sarcastic,1.0
"Lord Vishnu idol remarks: I believe in true secularism, in all religions, CJI says putting the quietus on a controversy",non-sarcastic,0.95
"Victims of crime, their heirs can file appeal against acquittal of accused: Supreme Court",non-sarcastic,1.0
"Ayodhya represents India’s cultural soul, says Nirmala Sitharaman",non-sarcastic,1.0
Shubhanshu Shukla meets PM Modi; gifts tri-colour that travelled to space,non-sarcastic,1.0
"As flood relief, Amit Shah approves advance release of ₹1,950 crore to Karnataka, Maharashtra",non-sarcastic,1.0
"Bring down age of consent from 18 to 16 years, Supreme Court told",non-sarcastic,1.0
"Akhilesh proud of India's space feat, urges questions for astronaut Shubhanshu Shukla",non-sarcastic,0.95
Dubey's jibe at Raj Thackeray as their war of words continues,non-sarcastic,0.95
Dalai Lama says he hopes to live for another 40 years,non-sarcastic,1.0
PM Modi likely to visit U.S. for UNGA session next month,non-sarcastic,1.0
"India and Bhutan review bilateral security cooperation, border management",non-sarcastic,1.0
PM Modi visits semiconductor facility in Japan's Sendai,non-sarcastic,1.0
Operation Chakra-V: CBI arrests three in operation targeting transnational cyber fraud network,non-sarcastic,1.0
Govt extends ban imposed on National Socialist Council of Nagaland (K) for five more years,non-sarcastic,1.0
India-Australia FTA: Another round of talks for comprehensive trade pact conclude,non-sarcastic,1.0
No formal discussions held yet: Centre on U.S. F-35 jets query in Lok Sabha,non-sarcastic,1.0
Navy chief hails 100th indigenous ship as symbol of maritime self-reliance,non-sarcastic,0.95
ED searches across five States in alleged fake Input Tax Credit case,non-sarcastic,1.0
Amoebic meningoencephalitis | Conflated cases,non-sarcastic,1.0
Supreme Court issues notice on plea seeking access to lawyer during inquiry,non-sarcastic,1.0
Supreme Court notice to Centre over plea to make ‘Ram Setu’ a monument,non-sarcastic,1.0
India can match oil-producing nations with cheap hydrogen: Nitin Gadkari,non-sarcastic,0.95
Delhi HC seeks Centre’s reply on plea for women’s entry in armed forces via CDS,non-sarcastic,1.0
Decline in dignity of legislative bodies worrisome; parties need to reflect: Lok Sabha speaker,non-sarcastic,1.0
Chirag Paswan receives death threat on social media,non-sarcastic,0.0
"About 5,000 special guests invited for 79th Independence Day celebrations at Red Fort",non-sarcastic,1.0
"BJP terms SC order on use of Aadhaar in Bihar SIR clarificatory, not a substantive comment on exercise",non-sarcastic,0.95
"India essential part of solution for world’s main challenges, including cross-border terrorism: Murmu",non-sarcastic,1.0
Trump’s imposition of 50% tariff is economic blackmail to secure unfair trade deal: Rahul Gandhi,non-sarcastic,1.0
"MEA’s latest statement indicates India may change tack to face U.S. tariffs, E.U. sanctions over Russian oil",non-sarcastic,1.0
Citizenship under suspicion | How migrant workers from West Bengal are being detained as Bangladeshi infiltrators,non-sarcastic,0.1
Will release provisional answer keys after civil services prelims: UPSC tells Supreme Court,non-sarcastic,1.0
"Bills to oust arrested PM, CMs trigger chaos in Lok Sabha",non-sarcastic,0.95
C.P. Radhakrishnan: affable organisation man who doesn’t play political games,sarcastic,0.45
"Parliament Monsoon session updates, Day 5: Both Houses adjourned for the day, Om Birla attempts ending logjam with all-party meeting",non-sarcastic,1.0
PM Modi departs for home after concluding visit to Maldives,non-sarcastic,1.0
"Government can provide national identity cards under Citizenship Act, 1955: Home Ministry",non-sarcastic,1.0
Staying at home during COVID-19 to be treated as duty for trainees: Rail Ministry,non-sarcastic,1.0
Get your copy of The Hindu’s rare 1947 Independence Day edition,non-sarcastic,1.0
Muslim bodies call waqf decision ‘victory’ of Constitution’s spirit,non-sarcastic,0.9
Rural Development Ministry skips any mention of West Bengal in written reply on MGNREGS dues,non-sarcastic,0.8
No urgent safety concern in Air India crash report: FAA,sarcastic,0.45
NHRC issues notice to three States over attack on journalists,non-sarcastic,1.0
"NHRC issues notice to States, UTs to check ‘harassment’ of roadside vendors during Deepavali",non-sarcastic,1.0
"Two months after SC held mental health as a part of right to life, IIT student seeks court’s help to access affordable medical care",sarcastic,0.55
"Air India privatisation a disaster, says Manish Tewari",non-sarcastic,1.0
Supreme Court refuses to entertain plea against roll-out of 20% ethanol-blended petrol nationwide,non-sarcastic,1.0
"Cabinet approves ₹11,440 crore mission to make India self-sufficient in pulses",non-sarcastic,1.0
"Ahead of Monsoon Session, Congress to hold strategy meet to discuss key issues",non-sarcastic,1.0
Coast Guard gets pollution control vessel to counter oil spills,non-sarcastic,1.0
"Rajnath Singh flags off ‘Samudra Pradakshina’, world’s first tri-service all-women circumnavigation sailing expedition",non-sarcastic,1.0
"Congress chief asks Centre to provide funds to flood-affected States, says there should not be politics over it",non-sarcastic,1.0
Congress questions government’s silence on bilateral concerns,non-sarcastic,1.0
"President Murmu, PM Modi, State CMs and other leaders pay homage to Gandhi, Shastri on birth anniversary",non-sarcastic,0.0
Mumbai 26/11 attack: Delhi court allows Tahawwur Rana three phone calls with relatives,non-sarcastic,0.95
"Jointness is an operational necessity, not a choice, says Rajnath Singh at IAF Seminar",non-sarcastic,1.0
BJP likens Rahul Gandhi to ‘Joseph Goebbels’ over Election Commission remarks,non-sarcastic,0.95
Indian man injured in ‘racist’ attack in Ireland’s Dublin,non-sarcastic,1.0
RSS general secretary hails “unwavering” public support for the Sangh through its 100-year journey,non-sarcastic,0.95
"Fill vacant posts in agricultural institutes, Chouhan tells ICAR, States",non-sarcastic,0.95
Govt taking steps to curb cyber crimes: Jyotiraditya Scindia,non-sarcastic,0.95
"Grateful that people outside INDIA bloc alliance coming forward to help, says Sudershan Reddy",non-sarcastic,0.95
India-Germany submarine partnership advances with MDL contract talks for Project 75(I),non-sarcastic,1.0
Visitors throng the four Presidential estates across India now open to the public,non-sarcastic,0.95
Rahul Gandhi’s claims on Haryana voter list are unfounded: Election Commission of India,non-sarcastic,0.95
Lawyers’ body demands ‘corrections’ to collegium mechanism,non-sarcastic,0.95
ECI targeted Pawan Khera for posing questions: Congress,non-sarcastic,0.95
"Bizarre choices for Nobel Peace Prize made in past century: Congress after Pakistan, Israel nominate Trump",sarcastic,0.65
"‘Deny, distract, lie, justify’: Congress slams Modi government over 2020 Galwan standoff after Supreme Court raps Rahul Gandhi",non-sarcastic,0.95
Foreign drug dealers must be tried under Indian law: Amit Shah,non-sarcastic,1.0
Supreme Court finds 2025 Waqf law paved with good intentions but pockmarked with arbitrariness,sarcastic,0.6
Daily Quiz: Interesting and rare happenings in the life of Mahatma Gandhi,non-sarcastic,1.0
"CBI cracks down on builders who allegedly cheated homebuyers in Kolkata, Bengaluru, and Mumbai",non-sarcastic,1.0
V-P Radhakrishnan to hold first meeting with leaders of parties on October 7,non-sarcastic,1.0
Presidential Reference hearing updates | Governor’s office will be reduced to a postman without discretionary powers: Centre,non-sarcastic,0.9
"Coast Guards of India, Sri Lanka vow to strengthen maritime partnership",non-sarcastic,1.0
Bihar SIR: Supreme Court assures intervention if draft electoral roll reveals ‘mass exclusion’ of voters,non-sarcastic,1.0
Supreme Court permits M3M real estate developer to swap attached property,non-sarcastic,1.0
Manish Tewari’s comment on ‘Gen Z revolts’ triggers exchange of words with BJP,non-sarcastic,1.0
Air India to progressively restore international flights stopped after June 12 crash,non-sarcastic,0.95
"It is the INDIA bloc, not just MVA, which must decide on any new alliance partner in Maharashtra: State Congress chief",non-sarcastic,0.95
Supreme Court collegium recommends Justice Atul Sreedharan's transfer to Allahabad HC after reconsideration,non-sarcastic,1.0
"Trump reaches silver jubilee of India-Pakistan ceasefire claim, PM totally quiet: Congress",sarcastic,0.85
"Marginalised groups under attack in Pakistan, Bangladesh: India",non-sarcastic,1.0
Resolution of Palestinian question necessary for India-Middle East-Europe-Economic Corridor: Egyptian FM,non-sarcastic,1.0
"Are elected State governments at mercy of Governors’ fancies, Supreme Court asks Centre",sarcastic,0.55
Shibu Soren cremated at native village Nemra,non-sarcastic,1.0
"Next-Gen GST reforms testament to PM Modi’s resolve to serve poor, farmers, says Amit Shah",non-sarcastic,0.95
"India and U.K. are natural partners, PM Modi hails Free Trade Deal",non-sarcastic,0.95
"Terrorism ‘persistent threat’ to development, says EAM Jaishankar in G20 Foreign Ministers’ meeting",non-sarcastic,1.0
"Malegaon verdict ‘slap on the faces’ of those who used the term ‘saffron terror’, says Pragya Thakur",non-sarcastic,0.9
"ALTT, ULLU among over 20 OTT apps banned for obscene content",non-sarcastic,1.0
Prime Minister Modi to visit United Kingdom and the Maldives during July 23-26,non-sarcastic,1.0
"Journalists’ bodies condemn sedition charges against Siddharth Varadarajan, Karan Thapar of The Wire",non-sarcastic,1.0
Panel examining bills on simultaneous polls gets extension,non-sarcastic,1.0
"Dhankhar's resignation 'totally unexpected', more to it than meets the eye: Congress",sarcastic,0.45
Rahul Gandhi granted bail in Savarkar defamation case,non-sarcastic,1.0
Operation Sindoor was akin to playing a game of chess: Army Chief,non-sarcastic,0.95
Sports Bill introduced in Lok Sabha; one Board to oversee federations,non-sarcastic,1.0
"Pendency continues to plague Supreme Court as case backlog hits all-time high of 88,417",non-sarcastic,1.0
"Electoral rolls revision an attempt to steal vote and future, says Rahul Gandhi in Patna",non-sarcastic,1.0
Praise for RSS marks PM Modi’s strategic messaging,non-sarcastic,0.95
CCPA fines Drishti IAS ₹5 lakh for misleading advertisements on UPSC results,non-sarcastic,1.0
"Trump hikes H-1B visa fees to $100,000; India says move will have ‘humanitarian consequences’",sarcastic,0.9
Lok Sabha MPs to soon mark attendance from their seats using multi-media system,non-sarcastic,0.95
Convergence of interests may impact regional stability: CDS General Anil Chauhan,non-sarcastic,1.0
Supreme Court refuses to entertain Telugu poet Varavara Rao's plea seeking modification of bail condition in Elgar Parishad case,non-sarcastic,1.0
"DGCA asks airlines to check fuel switch locking system in Boeing 737, 787 jets",non-sarcastic,1.0
Congress inaugurates Manmohan Singh library at party headquarters,non-sarcastic,1.0
Rajnath Singh’s Morocco visit marks new chapter in India-Africa defence ties,non-sarcastic,1.0
"Kaladan project between India, Myanmar to be operational by 2027: Sonowal",non-sarcastic,0.95
"Rahul Gandhi defamation case: Supreme Court stays proceedings; issues notice to State of Uttar Pradesh, complainant",non-sarcastic,1.0
Exercise 'strictest vigilance': MEA to Indians seeking employment in Iran,non-sarcastic,1.0
"After PM Modi, Amit Shah meets President Murmu",non-sarcastic,1.0
PM Modi to open expanded facilities at Tripura Sundari Temple,non-sarcastic,1.0
Lok Sabha Speaker Om Birla nominates Premachandran as empanelled member to preside over House proceedings,non-sarcastic,1.0
China has not intruded even an inch into Indian territory since 1962: Rijiju in Lok Sabha,sarcastic,0.45
ED conducts searches in FEMA case against Haryana-based real estate firm,non-sarcastic,1.0
"In a first, Indian Armed Forces’ all-women sailing team to circumnavigate the globe",non-sarcastic,1.0
India's first hydrogen-powered train coach successfully tested at ICF Chennai: Union Minister Ashwini Vaishnaw,non-sarcastic,1.0
Search operation underway in J&K's Kishtwar,non-sarcastic,1.0
Environment Ministry finalises National Designated Authority to kickstart carbon markets,non-sarcastic,1.0
Union Commerce Minister Piyush Goyal to visit U.S. on Sept. 22 to ‘take forward’ trade deal talks,non-sarcastic,0.95
Rupee rises by 6 paise to close at 87.07 against U.S. dollar,non-sarcastic,1.0
Draft labour policy unites social security schemes,non-sarcastic,0.95
Urban growth must prioritise environmental sustainability: Manohar Lal,non-sarcastic,1.0
Congress accuses Modi government of reviving Manusmriti principles in labour policy,non-sarcastic,0.95
"Let Election Commission itself submit an affidavit, says Ashok Gehlot",sarcastic,0.5
The crucial issue behind Wangchuk’s detention is whether his acts prejudiced ‘public order’,sarcastic,0.5
Opposition felicitates Justice B Sudershan Reddy,non-sarcastic,0.95
Supreme Court backs move to rid ‘waqf by user’ of statutory recognition,non-sarcastic,1.0
"India monsoon Updates: Heavy rains lash Nanded, three dead; several villages cut off due to floods",non-sarcastic,0.0
NDRF to commission cadaver dogs for disaster operations,non-sarcastic,1.0
Rajya Sabha returns Manipur Budget Bill in absence of Opposition,non-sarcastic,0.95
Presidential Reference hearing highlights: SC hears States’ push for timelines on Governor assent; hearing to continue tomorrow,non-sarcastic,1.0
PM Modi meets Qualcomm CEO; discusses AI and innovation,non-sarcastic,1.0
Congress deplores Modi govt's 'complete silence' on Israel's 'unacceptable actions',non-sarcastic,1.0
